FV6723,Emirates,2025-06-21,02:32,440
FV7446,Lufthansa,2025-07-04,02:58,150
FV8246,Lufthansa,2025-08-15,20:43,320
FV3778,British Airways,2025-08-11,03:23,435
FV5645,Emirates,2025-09-23,04:10,238
FV7148,Aeroflot,2026-02-13,01:36,428
FV1211,Qatar Airways,2026-05-11,21:37,68
FV8560,British Airways,2025-07-05,07:27,465
FV1716,Ural Airlines,2025-08-08,19:31,296
FV1839,Lufthansa,2025-05-23,23:19,133
FV5492,S7 Airlines,2025-07-14,09:53,94
FV9885,Qatar Airways,2025-08-11,22:05,398
FV4872,Aeroflot,2025-12-12,11:04,393
FV3248,Qatar Airways,2026-04-30,01:13,403
FV5407,Emirates,2025-08-25,01:34,213
FV8934,Qatar Airways,2026-05-15,11:34,202
FV4439,Qatar Airways,2025-10-10,13:08,226
FV6464,Emirates,2025-08-01,13:39,171
FV2569,Lufthansa,2025-08-22,04:18,443
FV6765,Emirates,2025-06-30,15:23,140
FV6838,Lufthansa,2026-01-05,15:14,62
FV7922,Aeroflot,2026-05-15,05:02,495
FV6657,Emirates,2026-05-11,09:08,66
FV5809,British Airways,2026-02-28,21:13,124
FV9993,Lufthansa,2026-02-25,19:38,459
FV5721,Aeroflot,2025-09-29,03:15,476
FV2749,Qatar Airways,2025-08-30,02:55,496
FV6998,Qatar Airways,2026-02-23,00:34,103
FV1190,British Airways,2025-11-26,06:30,335
FV7982,Ural Airlines,2025-08-03,23:38,404
FV9253,Emirates,2025-07-04,02:17,352
FV8687,British Airways,2025-06-14,00:20,202
FV1868,S7 Airlines,2026-03-29,23:57,253
FV5170,S7 Airlines,2025-07-28,21:29,81
FV3223,Emirates,2025-12-12,18:04,437
FV1883,Aeroflot,2025-11-04,04:39,217
FV6550,Ural Airlines,2025-08-09,22:22,181
FV4689,British Airways,2026-04-16,12:15,103
FV3360,British Airways,2025-09-03,01:45,224
FV9786,Lufthansa,2025-09-15,13:12,387
FV9243,Lufthansa,2025-10-04,23:06,423
FV9148,Qatar Airways,2025-05-30,08:10,197
FV1755,Emirates,2025-10-13,17:09,127
FV3948,Ural Airlines,2025-09-28,13:44,325
FV5302,British Airways,2025-10-08,03:02,227
FV1440,Ural Airlines,2026-01-03,11:20,245
FV3372,Lufthansa,2026-01-06,10:27,166
FV4381,Aeroflot,2026-02-27,04:53,347
FV3094,Emirates,2025-07-29,12:10,268
FV6992,S7 Airlines,2025-09-30,17:47,115
FV7814,S7 Airlines,2026-01-04,10:23,301
FV9009,Ural Airlines,2025-08-04,13:04,444
FV6809,British Airways,2025-07-09,09:28,494
FV5573,British Airways,2025-12-11,15:41,341
FV9468,Qatar Airways,2025-12-25,12:45,428
FV8824,British Airways,2026-05-04,08:17,152
FV1467,British Airways,2026-04-16,04:45,495
FV8112,S7 Airlines,2025-11-27,19:17,230
FV5713,Lufthansa,2026-02-19,00:37,159
FV2900,Ural Airlines,2025-09-02,20:48,286
FV6399,Emirates,2026-03-26,01:49,351
FV7950,S7 Airlines,2025-05-18,15:03,142
FV3734,Emirates,2026-03-26,10:11,474
FV7782,Aeroflot,2025-12-21,10:41,232
FV8587,S7 Airlines,2026-01-10,06:58,129
FV4108,Ural Airlines,2025-10-21,03:52,90
FV8554,Qatar Airways,2025-09-02,02:37,80
FV8589,British Airways,2025-06-25,15:18,445
FV5874,Aeroflot,2025-09-29,10:54,269
FV3026,British Airways,2026-05-08,21:19,73
FV8043,Aeroflot,2026-02-13,06:06,287
FV4704,Ural Airlines,2025-12-27,23:07,488
FV8017,Qatar Airways,2025-12-06,14:27,279
FV9125,Emirates,2025-08-21,02:03,56
FV3051,British Airways,2025-12-22,01:23,495
FV8280,Emirates,2026-05-11,19:24,413
FV2499,S7 Airlines,2026-01-08,04:09,240
FV5633,S7 Airlines,2025-07-21,10:28,228
FV8214,Emirates,2026-05-07,22:40,409
