FV3999,Ural Airlines,2025-11-01,09:31,437
FV6052,Qatar Airways,2025-05-25,04:06,310
FV1974,Lufthansa,2026-02-17,01:50,456
FV9969,Qatar Airways,2025-10-22,07:30,224
FV7948,Lufthansa,2025-08-17,03:44,405
FV1508,Ural Airlines,2026-04-11,20:35,210
FV9014,Ural Airlines,2026-04-29,10:08,480
FV1780,S7 Airlines,2025-12-27,11:23,483
FV6322,Qatar Airways,2026-05-15,13:32,73
FV9621,Ural Airlines,2025-12-08,06:00,253
FV2373,Ural Airlines,2025-05-17,22:02,406
FV6846,Lufthansa,2025-06-06,17:23,351
FV2466,Lufthansa,2025-09-13,21:02,120
FV9244,Qatar Airways,2026-02-10,19:50,178
FV5382,Emirates,2025-11-16,23:35,492
FV6135,Ural Airlines,2025-05-26,11:49,258
FV6974,Qatar Airways,2026-03-15,01:23,143
FV6133,Qatar Airways,2025-12-25,02:39,321
FV4055,British Airways,2026-02-18,20:37,197
FV2779,S7 Airlines,2026-01-20,18:24,59
FV7659,Lufthansa,2026-01-31,04:32,475
FV4089,Aeroflot,2025-08-14,04:05,152
FV9042,British Airways,2025-09-28,03:07,496
FV6403,British Airways,2025-09-10,11:12,93
FV2946,Ural Airlines,2026-04-21,14:45,347
FV7009,Lufthansa,2025-05-16,02:53,298
FV6556,Ural Airlines,2025-10-15,12:42,444
FV5832,Qatar Airways,2025-06-26,18:07,338
FV9901,British Airways,2026-01-27,22:15,200
FV6989,Qatar Airways,2026-02-21,09:15,299
FV6009,Ural Airlines,2025-10-19,21:14,308
FV3603,Emirates,2025-10-14,17:36,286
FV4815,S7 Airlines,2025-06-09,02:41,159
FV1100,Lufthansa,2026-03-05,01:29,166
FV9234,Emirates,2025-11-12,15:18,464
FV8336,Qatar Airways,2026-01-15,19:17,419
FV1393,Aeroflot,2026-05-02,10:28,438
FV9293,Aeroflot,2025-09-09,17:57,402
FV3023,Emirates,2026-03-24,16:29,406
FV1139,Lufthansa,2025-07-23,04:50,436
FV9145,S7 Airlines,2026-01-09,09:18,420
FV4109,Emirates,2026-02-15,10:55,347
FV9401,Lufthansa,2025-06-07,23:57,395
FV5263,Ural Airlines,2026-03-06,04:38,444
FV2664,Emirates,2025-09-06,15:12,469
FV6753,Aeroflot,2025-05-22,06:04,405
FV5360,Lufthansa,2025-06-09,18:54,339
FV1593,British Airways,2026-05-06,13:15,81
FV4544,Lufthansa,2026-03-27,07:11,374
FV6812,Lufthansa,2025-12-14,01:03,386
FV3197,Ural Airlines,2025-07-17,12:16,126
FV8924,S7 Airlines,2025-06-17,16:15,405
FV6657,Lufthansa,2025-10-30,18:52,244
FV9004,Qatar Airways,2025-09-13,09:15,265
FV9786,Emirates,2025-12-06,09:15,81
FV4961,Lufthansa,2026-04-06,06:53,281
FV9656,Aeroflot,2025-07-18,15:10,53
FV5863,S7 Airlines,2025-07-24,06:24,148
FV9896,Emirates,2025-06-28,00:12,150
FV5287,Qatar Airways,2025-07-04,09:52,366
FV9455,Emirates,2025-11-07,17:17,435
FV4981,Ural Airlines,2026-04-30,06:18,405
FV2726,Lufthansa,2025-08-16,17:31,350
FV4628,S7 Airlines,2026-03-19,22:46,409
FV9131,Qatar Airways,2025-06-24,15:49,228
FV3761,Ural Airlines,2026-02-10,07:34,413
FV3757,Emirates,2025-07-27,03:33,233
FV3275,Emirates,2026-01-11,05:11,370
FV2920,Aeroflot,2025-11-25,01:26,330
FV5860,Qatar Airways,2026-04-14,15:37,317
FV9890,Aeroflot,2026-03-03,07:05,329
FV7576,British Airways,2025-07-06,22:01,270
FV2044,Emirates,2026-01-01,15:49,250
FV6855,British Airways,2025-05-24,11:47,193
FV8072,Ural Airlines,2026-03-29,02:04,55
FV2222,Emirates,2026-05-13,15:44,472
FV7973,British Airways,2026-05-08,07:34,223
FV9826,Lufthansa,2026-03-29,12:27,221
FV3431,Emirates,2025-11-26,18:22,233
FV7512,Emirates,2025-11-13,20:48,483
FV1075,Ural Airlines,2025-07-11,09:05,418
FV4238,Emirates,2025-12-31,14:29,189
FV8724,Aeroflot,2025-06-29,03:21,147
FV1900,Ural Airlines,2025-10-10,23:43,177
FV3966,Emirates,2025-12-31,05:15,500
FV5660,Lufthansa,2026-01-19,22:20,264
FV3034,British Airways,2025-11-16,23:44,446
FV1373,Ural Airlines,2026-02-06,19:50,68
FV1220,Ural Airlines,2025-07-16,10:18,445
FV1312,Qatar Airways,2025-07-24,06:08,168
FV6911,S7 Airlines,2025-07-28,17:36,340
FV7180,Lufthansa,2025-10-23,19:30,75
FV1632,Aeroflot,2025-06-29,15:02,439
FV4305,S7 Airlines,2025-12-18,16:06,454
FV8538,Ural Airlines,2025-08-11,08:33,419
FV3237,British Airways,2026-05-11,17:57,395
FV2976,Qatar Airways,2026-04-21,19:05,290
FV4715,Aeroflot,2026-04-19,16:13,60
FV8637,Lufthansa,2025-12-25,14:20,460
FV1730,British Airways,2025-11-12,19:07,277
